,Name,Category,Biz City,Biz Zip,Biz Lat,Biz Lng,Rating,Review Count,Price,Yelp ID
16659,Patxi's Pizza,"['Pizza', 'Italian', 'Salad']",San Francisco,94122,37.76426,-122.46677,3.5,712,$$,fIOva7HaL9WhFUUQwxn9TQ
16660,Wow Naan N Curry,"['Indian', 'Pakistani', 'Halal']",San Francisco,94122,37.76427,-122.46497,3.0,1307,$,zLvZUKm0eV5O27x4mzg-xw
16661,Hot Zushi,"['Japanese', 'Sushi Bars']",San Francisco,94117,37.7718463870564,-122.43096102029101,4.5,138,$$,S91SPDiE-VGsOQHVBEuKHw
16662,Jack in the Box,"['Fast Food', 'Burgers', 'Breakfast & Brunch']",San Francisco,94118,37.7805825549514,-122.46945890000002,3.0,148,$,RY3SabD374Okgu-bGIJXow
16663,Kezar Bar & Restaurant,"['American (New)', 'Gastropubs', 'Latin American']",San Francisco,94117,37.7657019934978,-122.44981066666,3.5,329,$$,MmI91-KoLkfdMVQhaafvMQ
16664,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']",San Francisco,94118,37.7812,-122.464,2.5,79,$,TPSsOoSGQev7xUuGPkzJjg
16665,Loving Hut,"['Vegan', 'Vegetarian', 'Gluten-Free']",San Francisco,94122,37.76442,-122.46361,4.0,396,$$,rQ8lUysrEPFTXqmqK4ASkQ
16666,Gordo Taqueria,"['Mexican', 'Fast Food']",San Francisco,94121,37.7805749,-122.4780676,3.0,476,$,Yoi7EGQTub3lWg-x6ubJEQ
16667,Bacon Bacon,"['Breakfast & Brunch', 'Cafes']",San Francisco,94117,37.76705,-122.44662,4.0,407,$,AMhmArFJ0IAeknI1mDE6ew
16668,Haight Street Market,"['Grocery', 'Beer, Wine & Spirits', 'Delis']",San Francisco,94117,37.77021,-122.44758,4.5,459,$$,Yi37TP021npWZsOPeZ2Xqw
16669,LaLe,"['Breakfast & Brunch', 'Mediterranean', 'Tapas/Small Plates']",San Francisco,94122,37.763813,-122.465797,4.0,410,$$,RidAKsznqdoeg8Vbg5aaHw
16670,Loi's Vietnamese Restaurant,['Vietnamese'],San Francisco,94122,37.7634859,-122.48201019999999,3.5,618,$,cV3nOiQbq0o9plia9OSXVQ
16671,Slurp Noodle Bar,"['Asian Fusion', 'Ramen', 'Noodles']",San Francisco,94114,37.76149,-122.43468999999999,3.5,425,$$,Q9kLEfwnT8DsvlMgbe8iWA
16672,Wasabi Bistro,"['Sushi Bars', 'Japanese']",San Francisco,94114,37.7604103,-122.43515009999999,4.0,447,$$,bm7sU0_SNY0k2ZX65YqTsA
16673,Catch,"['Seafood', 'Breakfast & Brunch', 'American (New)']",San Francisco,94114,37.763428000000005,-122.43463799999999,3.5,903,$$$,b7YegTB6cWpi0XbI9ZEkBQ
16674,Saiwaii Ramen,"['Sushi Bars', 'Ramen']",San Francisco,94122,37.76355,-122.48227,3.5,1136,$$,7Cl-sZlymEjhxm0MJTR7nw
16676,Cindy's Market,"['Grocery', 'Delis']",San Francisco,94117,37.7733892947435,-122.45082780718799,4.5,61,$,2zEgIwPvNPszWjYds6cVQA
16677,Firehouse Pizzeria,['Pizza'],San Francisco,94121,37.783769899999996,-122.48196000000002,3.5,281,$$,CrZYsCY5XkUkaGPw5Eq2pQ
16678,Lucca Food Deli & Wine Shop,"['Beer, Wine & Spirits', 'Delis', 'Sandwiches']",San Francisco,94122,37.7634700798683,-122.478067432984,4.0,229,$,_wwK7GNlzZFoZNyQRygu_w
16679,The Sausage Factory,"['Italian', 'Pizza', 'Salad']",San Francisco,94114,37.76052,-122.43478,3.5,557,$$,9i5LZqFVbTRq215ypJYzYQ
16680,Rigolo CafÃÂ©,"['Breakfast & Brunch', 'French', 'Cafes']",San Francisco,94118,37.786542299999994,-122.45113229999998,3.0,575,$$,SA2ylqoib_Vb9R0LmH3HVg
16681,The Velo Rouge Cafe,"['Breakfast & Brunch', 'Cafes']",San Francisco,94118,37.775456,-122.45823700000001,4.0,706,$,HjKRwtL3gZ2RL3KQULXKsA
16682,Axum Cafe,['Ethiopian'],San Francisco,94117,37.77193,-122.43361999999999,3.5,387,$$,jCmjZVgJSoRBSNlsGh4qBQ
16683,The Blarney Stone,"['Pubs', 'Irish']",San Francisco,94121,37.779907358014604,-122.47992038726801,4.0,232,$,Ec4Lr71PxCnWjuI7NVnWOA
16684,illy CaffÃÂ¨,"['Coffee & Tea', 'Italian', 'Cafes']",San Francisco,94123,37.797124,-122.43305490000002,3.5,82,$$,QD4SmbEKO_2RtYDBCIC29Q
16685,Caviar Fix,"['Seafood', 'Caterers', 'Russian']",San Francisco,94122,37.76171,-122.47405,5.0,5,Unavailable,mE1ghG040YzLQ7LVLRdw2w
16686,The Grove Fillmore,"['Sandwiches', 'American (New)', 'Breakfast & Brunch']",San Francisco,94115,37.78819,-122.43343,3.5,1508,$$,ugXtAA14p4EoD42zMaF1Xw
16687,Sushi Kazu,"['Japanese', 'Sushi Bars']",San Francisco,94122,37.76384,-122.46708000000001,3.5,357,$$,sZPWB4TTX06W5Ht5kv7qdg
16688,Izumiya,"['Specialty Food', 'Teppanyaki']",San Francisco,94115,37.785165,-122.431618,3.0,533,$$,IZJm-faxcZKQODg5hSsGpA
16689,Wing Lee,"['Chinese', 'Barbeque']",San Francisco,94118,37.7828,-122.46457,3.5,90,$,fhbTFyTpltzfzfDqFyCrvw
16690,Thad's joint,['Vietnamese'],San Francisco,94117,37.7739390791021,-122.44610645373699,4.5,2,Unavailable,df1jbob0PvLKRmB2LJi-JQ
16691,Baiano Pizzeria,"['Pizza', 'Salad', 'Desserts']",San Francisco,94122,37.7634278795774,-122.466140165719,3.5,310,$$,0OsCkDFeF8wBgIYKW7HNmQ
16692,Roxie's Market & Deli,"['Grocery', 'Beer, Wine & Spirits', 'Delis']",San Francisco,94122,37.760441,-122.466229,4.0,277,$,0xpUthb-IYVJRwxdB2wvNA
16693,Love N Haight Deli,"['Sandwiches', 'Vegan', 'Vegetarian']",San Francisco,94117,37.772003999999995,-122.431261,4.0,452,$,oY2Jvi31y-7qMctAHR8Wnw
16694,Kirin Chinese Restaurant,['Chinese'],San Francisco,94121,37.779754638671896,-122.485313415527,3.5,251,$$,7-dTTiS53rgn0SdqczzAIQ
16695,La Mediterranee,"['Mediterranean', 'Middle Eastern', 'Breakfast & Brunch']",San Francisco,94114,37.764506977694,-122.43329744268,4.0,574,$$,oUtNbPtcT-Y1PXSD5PjtCA
16696,Harry's Bar,"['Bars', 'American (New)', 'Breakfast & Brunch']",San Francisco,94115,37.788351,-122.43343300000001,3.5,864,$$,R-IHnccjb6tXlNXzR-xsng
16697,Beanstalk CafÃÂ© - Inner Richmond,"['Cafes', 'Breakfast & Brunch']",San Francisco,94118,37.78451,-122.4665,4.0,56,$$,zR-yA30YzrD97BdFNO9elQ
16698,Thanh Thanh Cafe,"['Vietnamese', 'Sandwiches', 'Noodles']",San Francisco,94121,37.78196079999999,-122.4829725,3.5,155,$,vfYfuqFDRKU4TqChasaHFA
16699,Fresh And Natural Cafe,['Cafeteria'],San Francisco,94115,37.782309999999995,-122.44323,3.5,15,$,-Hwix0I-h3eOcike25A18Q
16700,Wise Sons Bagel & Bakery,"['Bagels', 'Coffee & Tea', 'Sandwiches']",San Francisco,94115,37.78365,-122.43247,3.0,275,$$,jP9gx1-4ATJiHFtNjyd3Wg
16701,Ben Wah,['Chinese'],San Francisco,94115,37.7883529663086,-122.440200805664,3.0,88,$,zP4uciQqdVGZVf72HttgJA
16702,Cheung Hing Chinese Deli,"['Barbeque', 'Cantonese']",San Francisco,94118,37.78288,-122.46271000000002,3.0,16,Unavailable,ueHr3PNCQhxg43goiCus3A
16703,Cafe La Flore,"['Sandwiches', 'Salad', 'Breakfast & Brunch']",San Francisco,94118,37.7827709595657,-122.470544639881,4.0,354,$,0MZHlH2mD2F4GnC6g8JBQQ
16704,Karma Cafe,"['Coffee & Tea', 'Sandwiches', 'Juice Bars & Smoothies']",San Francisco,94117,37.773590000000006,-122.44781,4.5,48,$$,XpwlIikIpDa8Squ9sHeTqA
16705,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",San Francisco,94118,37.780805,-122.47568000000001,2.0,163,$,x_Y7uKzJich7hQ7HJMwQFg
16706,Manna,['Korean'],San Francisco,94122,37.76384,-122.46708000000001,4.0,1003,$$,tr15WgMHIC_W2gqBpuk3-A
16707,Kurotaka Ramen,"['Food Trucks', 'Ramen']",San Francisco,94102,37.78298,-122.41427,4.0,58,$$,ArEFTaTCif4_WsW9HY688Q
16708,Emperor Palace Restaurant,['Chinese'],San Francisco,94118,37.7774506,-122.4645615,3.5,147,$,CqhD3Ou25ygJPvweqFaZSw
16709,Harvey's,"['American (Traditional)', 'Sports Bars', 'Breakfast & Brunch']",San Francisco,94114,37.7607805322717,-122.43525682608299,3.5,780,$$,Yw4GGa8B8DRNCJOADxk41Q
16710,Bambino's Ristorante,"['Pizza', 'Breakfast & Brunch', 'Italian']",San Francisco,94117,37.76512,-122.45011000000001,4.0,538,$$,smceLM-VDB5jkILB6OSSvg
16711,Earth's Coffee,"['Coffee & Tea', 'Bagels', 'Sandwiches']",San Francisco,94118,37.7817,-122.45586999999999,4.0,94,$,oCenYSSuCHBZO3VSHq7GSA
16713,SF Hole in the Wall Pizza,"['Pizza', 'Italian', 'Burgers']",San Francisco,94122,37.7634564046325,-122.4776462093,3.5,103,Unavailable,tCD2Yxgto1krH9_Zrfu3MA
16714,Popeyes Louisiana Kitchen,"['Fast Food', 'Chicken Wings']",San Francisco,94115,37.782799,-122.432359,2.5,150,$,9ECbUL2IBQBGvFzdv4Lvpw
16715,Marcello's Pizza,"['Pizza', 'Salad', 'Burgers']",San Francisco,94114,37.76205,-122.43538000000001,4.0,694,$,AQviX2W0XXJqYtc73KaNxQ
16716,May Lee Chinese Restaurant,['Chinese'],San Francisco,94122,37.76486,-122.46396000000001,3.5,193,$,4_7LJsh5lPWwzrWEkqeZNw
16717,Buchanan Market & Deli,"['Grocery', 'Delis', 'Beer, Wine & Spirits']",San Francisco,94115,37.7898063659668,-122.430961608887,4.0,29,$,forDwo-xvl7SlYzu9kL9CQ
16719,Boogaloos - Pop Up,"['Pop-Up Restaurants', 'Breakfast & Brunch']",San Francisco,94117,37.7692962437868,-122.452075704932,4.0,21,$$,mXQDYL2b4usvK73ZKP5Cpw
16720,Noori Pakistani & Indian Cuisine,"['Indian', 'Pakistani', 'Halal']",San Francisco,94122,37.763740000000006,-122.47875,4.0,421,$$,_TLC_6icXXK8bws9mPT5FQ
16721,Green Island Restaurant,['Chinese'],San Francisco,94118,37.78141,-122.46243999999999,3.5,117,$,u-obmxevldBOidDYkL8J6w
16722,Folklores Coffee Traders,"['Coffee & Tea', 'Coffee Roasteries', 'Breakfast & Brunch']",San Francisco,94115,37.7788831,-122.43196709999998,4.5,96,$,aF682DEnmO6TBQdLb_dHwg
16723,Mount Zion Cafe at UCSF,['Cafeteria'],San Francisco,94115,37.784890000000004,-122.43893,4.0,3,$,UEIjE9ac-aoutPZmEs1Qzw
16724,Yumma's Mediterranean Grill,"['Greek', 'Middle Eastern', 'Falafel']",San Francisco,94122,37.76386,-122.46553,3.5,621,$,yxfq9eICLD5M4Sw5Fddc0A
16725,You See Sushi,"['Japanese', 'Sushi Bars']",San Francisco,94122,37.76249,-122.46264199999999,3.5,293,$,8ed5eduh4zdLGn_y4cCLWA
16726,Gyro Xpress,"['Mediterranean', 'Greek', 'Diners']",San Francisco,94114,37.7611402,-122.4345649,3.5,371,$$,7PNc_xh0nO3RRudFLm49rQ
16727,Hong Kong Lounge II,"['Dim Sum', 'Seafood', 'Cantonese']",San Francisco,94118,37.7817825005833,-122.45436187177602,3.5,909,$$,YBIXea7qj0RwEN5HJDw0Yg
16728,Irving Subs,"['Sandwiches', 'Gluten-Free', 'Delis']",San Francisco,94122,37.76405,-122.46933,4.5,270,$,t59A7qRhxh8nifGAqc9zlg
16729,Silver Cloud Restaurant and Karaoke Bar,"['Karaoke', 'Sports Bars', 'American (New)']",San Francisco,94123,37.800141700000005,-122.43422609999999,3.0,286,$$,uybys0n0ZR5pDWjX7ZOORw
16730,Plumpjack Private Dining Room,['Restaurants'],San Francisco,94123,37.79837,-122.43603999999999,5.0,1,Unavailable,YscCcOCES0P3p06ZN_iEtg
16731,Enjoy Vegetarian Restaurant,"['Vegetarian', 'Chinese']",San Francisco,94122,37.760425567627,-122.469100952148,4.0,517,$$,1hZO9SO0wXsx3CeeECfNng
16732,Bite Me Sandwiches,['Sandwiches'],San Francisco,94117,37.76845,-122.45067,3.5,116,$,QfPCduogPtS3AKVn1J-DZA
16733,Wine Kitchen,"['Wine Bars', 'American (New)', 'Beer Bar']",San Francisco,94117,37.7743492126465,-122.43799591064501,4.0,177,$$,i5MlesN2FAeZjR9ECjISPA
16734,Cafe RÃÂ©veille,"['Breakfast & Brunch', 'Cafes', 'Sandwiches']",San Francisco,94117,37.771055482463204,-122.43209929199499,4.0,89,$$,l7x9dM4TVVNMsiUgsdNklw
16735,North Beach Pizza,['Pizza'],San Francisco,94117,37.7671797,-122.45295449999999,3.0,245,$,yPxYIAJXOJJtpD1YT5fSIA
16736,The Golden Donut,"['Donuts', 'Coffee & Tea', 'Sandwiches']",San Francisco,94121,37.78011,-122.47738999999999,4.0,107,$,SyJBeBSQOfhTElMQLAO_SQ
16737,Handy Deli,"['Delis', 'Beer, Wine & Spirits']",San Francisco,94122,37.7635545,-122.4774885,4.5,219,$,HVNt7yBWN-uTPwm-G_cicA
16738,Sushi Uma,"['Sushi Bars', 'Japanese', 'Salad']",San Francisco,94122,37.763529999999996,-122.48113000000001,3.5,214,$$,ba82pLmI2zFk0ayiCQoPJQ
16739,Royal Ground Coffee,"['Coffee & Tea', 'Delis']",San Francisco,94118,37.781637100000005,-122.45225900000001,4.0,127,$,1Kf_aEvpjGTgNiIwHY7HKQ
16740,Me & Tasty,"['Thai', 'American (New)', 'Breakfast & Brunch']",San Francisco,94114,37.76283,-122.43438,4.0,271,$$,AE2ong5QiDhG5bz4vQnZxQ
16741,Papi Rico,['Mexican'],San Francisco,94114,37.76013,-122.43529,3.5,98,$$,0zlJ8Zz9CHbSPRZfdxIR6A
16742,The Blue Light,"['Bars', 'American (New)', 'Breakfast & Brunch']",San Francisco,94123,37.797394,-122.431744,3.5,483,$$,3sPFkgheK9FJXsPaBrakGg
16743,King Lee's Chinese Restaurant,['Chinese'],San Francisco,94115,37.78286,-122.43231999999999,3.0,135,$,AbwerL-FpnxEFgCGLHeEQA
16744,Annie's Hot Dogs & Pretzels,"['Food Stands', 'Hot Dogs']",San Francisco,94122,37.7680793885245,-122.45813067253401,4.0,14,$,mnlUb3V__gQcG2dgDy44FQ
16745,Cafe Murano,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",San Francisco,94115,37.785496,-122.43508700000001,4.0,282,$,Q9KeURmTqRFLKb_3Dxq6Jw
16746,Burgermeister,"['Burgers', 'Salad', 'Sandwiches']",San Francisco,94117,37.766009999999994,-122.44968999999999,3.5,535,$$,A0kFv8s21h1SUFY9CLIR_w
16747,Panda Express,"['Chinese', 'Fast Food']",San Francisco,94115,37.7830439060926,-122.432602867484,2.5,115,$,saMhj8Co8zxIVGHHmKftqg
16748,Safeway,"['Grocery', 'Delis', 'Meat Shops']",San Francisco,94115,37.782739400476,-122.43151090073401,2.5,334,$$,eZdJXs2dRkyhtzbG0AT5vQ
16749,Cafe Luna,['Sandwiches'],San Francisco,94118,37.7880938351154,-122.44729869067699,2.5,72,$,U_H94iypPEK63wKfOwb-qQ
16750,Great India,"['Indian', 'Buffets']",San Francisco,94121,37.77975,-122.48522,3.5,358,$$,OjmNtcx84W8EpY_hh-rluw
16752,Yum Yum Sushi House,['Sushi Bars'],San Francisco,94122,37.763232966198295,-122.48110927641399,3.5,95,$$,G8gnLXjHU-c7rf5Oiksqwg
16753,Kasa Indian Eatery,['Indian'],San Francisco,94114,37.7608184814453,-122.432960510254,3.5,1070,$,Pvr9hnB4RP54crj4gdTUag
16754,Izakaya Sushi Ran,"['Izakaya', 'Cocktail Bars']",San Francisco,94114,37.76508,-122.43141000000001,3.5,55,Unavailable,jtZuBwIefEdfBcLDFWNdbw
16755,Takara Sushi,"['Sushi Bars', 'Japanese']",San Francisco,94114,37.76058,-122.43683999999999,4.0,304,$$,PGOXqUQDznDNGNHbQMWQcg
16756,Blue Fin Sushi & Lounge,"['Sushi Bars', 'Izakaya']",San Francisco,94121,37.782540000000004,-122.47878,3.5,566,$$,H7lIfefUVP2YBhJZV3w7Eg
16757,Quicky Burgers and Shakes,"['Ice Cream & Frozen Yogurt', 'Fast Food', 'Burgers']",San Francisco,94114,37.761072507251704,-122.434588044216,4.0,19,Unavailable,5UuQ_eg3FJPM3rqSDiQP6w
16759,Academy Bar & Kitchen,"['Pizza', 'American (New)', 'Wine Bars']",San Francisco,94115,37.786168449251,-122.433223123944,3.5,131,$$,_sl4NUAHcrqU-F9x25kBQw
16760,Gordo Taqueria,['Mexican'],San Francisco,94122,37.7652,-122.46672,3.5,669,$,dl0jLh1yiPIwe2dtknqmKQ
16761,La Canasta,['Mexican'],San Francisco,94123,37.797762799999994,-122.4321175,4.0,4,Unavailable,JQ1R8IfcvUil8O6T9rofPQ
16762,Lam Hoa Thuan Restaurant,"['Vietnamese', 'Cantonese', 'Barbeque']",San Francisco,94122,37.7630462646484,-122.48317718505899,3.5,510,$,RFN0LfJqSO0lGcArWikKdQ
16763,Cafe Mystique,"['Mediterranean', 'Breakfast & Brunch', 'Burgers']",San Francisco,94114,37.76146,-122.43541,3.5,522,$$,rUWn1ClI3N8aD3kMEL2xUw
16764,Peasant Pies CafÃÂ© & Catering,"['Desserts', 'Fast Food', 'Vegetarian']",San Francisco,94122,37.76377,-122.46914,4.0,450,$,dXxqSHO-d2toIh0nUHTLAg
16765,Tikka Masala,"['Indian', 'Pakistani']",San Francisco,94122,37.76247,-122.46269,3.5,247,$,T_0F3vCfHBuyZ-dVPC96OQ
16766,Sushiraw,['Sushi Bars'],San Francisco,94117,37.7718684,-122.43336359999999,3.5,256,$$,HI5h5VG7RQI0spbFpXecHg
16767,Subway,"['Sandwiches', 'Fast Food']",San Francisco,94121,37.780489200000005,-122.47993459999999,3.0,59,$,HsHG5HyR2TmO-6defaKUdQ
16768,RossiÃ¢ÂÂs Deli,"['Delis', 'Beer, Wine & Spirits']",San Francisco,94114,37.76205,-122.43538000000001,4.5,143,$,luREw4YhfFuYiUdA0SECaw
16769,Subway,"['Fast Food', 'Sandwiches']",San Francisco,94118,37.78228,-122.4459,3.0,45,$,T-AbhZBPzUkpkHbBPmpR4w
16770,Burger Urge,"['Burgers', 'American (New)']",San Francisco,94117,37.76964,-122.44833,3.0,502,$$,goW9LHk_2ozTNypmq2pO8g
16771,Annie's Hot Dogs & Pretzels,"['Hot Dogs', 'Food Trucks']",San Francisco,94122,37.7724296373111,-122.466626592957,4.0,24,$,EVp82ekuI6Uv4BEHBhi6zg
16772,Drip Coffee,['Cafes'],San Francisco,94117,37.77368,-122.45426,4.0,2,Unavailable,gGc6bHkJDGqVwrgPxsusiw
16773,Yo TambiÃÂ©n Cantina,['Cafes'],San Francisco,94122,37.76511,-122.46023000000001,4.5,41,Unavailable,6Yoh6t8_nmpJqwmNDENP6w
16774,Great City Deli,"['Caterers', 'Delis']",San Francisco,94115,37.78629,-122.44028,5.0,1,Unavailable,03Dex7FQCzXC4_tox1JR2A
16775,Bus Stop Pizza,['Pizza'],San Francisco,94117,37.77152,-122.43688,3.5,120,$,4opwrzUv_FnwFBTkBFG-zQ
16776,TC Pastry,['Dim Sum'],San Francisco,94103,37.7635999,-122.4819,4.0,308,$,2q1Trf5erXkY6hWyH9tOCw
16777,Le Marais Bakery,"['Bakeries', 'French', 'Coffee & Tea']",San Francisco,94114,37.76126,-122.43083999999999,3.5,249,$$,ZPyd-U5jejBL7ZDGsbDs5A
16778,Don Pistos Tequila Bar,"['Bars', 'Mexican', 'Seafood']",San Francisco,94123,37.80025,-122.43536999999999,4.0,126,$$,0IRKd1g6ID-HY3XerHiuSA
16779,Sunrise Deli,"['Delis', 'Mediterranean', 'Middle Eastern']",San Francisco,94122,37.7633672207594,-122.48062312603001,4.0,514,$,e02eHaL0toY64Tzodnx8_Q
16780,Chabaa Thai Cuisine,['Thai'],San Francisco,94122,37.763259999999995,-122.48076999999999,3.5,879,$$,VpwhOU-zfA_0xv8E1SpvNw
16781,The Grind Cafe,"['Breakfast & Brunch', 'Cafes']",San Francisco,94117,37.771394,-122.43504899999999,3.5,535,$$,RmYvlTMKTGzfCJ-u8kqVIA
16782,Vinyl Coffee & Wine Bar,"['Wine Bars', 'Cafes', 'Breakfast & Brunch']",San Francisco,94117,37.7727280386734,-122.437399108456,3.5,286,$$,Wx3x6xOLkxWxwXXFrI01zA
16783,Dragon River Restaurant,['Chinese'],San Francisco,94118,37.78032,-122.47357,3.5,132,$,mWIsRlWrFsHFw4fb03HONQ
16784,Aroy Thai,"['Thai', 'Pop-Up Restaurants']",San Francisco,94123,37.773011,-122.43756200000001,5.0,3,Unavailable,iJX5t1QizjyP7daoYs97Bw
16785,Central Coffee Tea & Spice,"['Coffee & Tea', 'Cafes', 'Breakfast & Brunch']",San Francisco,94117,37.7742194384336,-122.44421079754801,4.5,308,$,b1zMlSbFOk5MfxJ_HiB4SA
16786,Academy CafÃÂ©,"['Coffee & Tea', 'Mediterranean', 'American (Traditional)']",San Francisco,94118,37.7698646,-122.4660947,3.0,210,$$,ufYxEyTivH8HumO9yieXpw
16787,Hamburger Haven,"['Breakfast & Brunch', 'Burgers']",San Francisco,94118,37.7830299,-122.46786000000002,3.5,286,$,p8VC6-anSWeT5XLtDO7u4Q
16788,Ashley's Cafe,"['Cafes', 'Breakfast & Brunch', 'Bagels']",San Francisco,94118,37.785140000000006,-122.46547,3.5,290,$,6JM7_UNnH8XapdWrUVcX6g
16789,Bruno's Pizzeria,"['Pizza', 'Italian', 'Sports Bars']",San Francisco,94115,37.7821,-122.43263,3.5,210,$$,miitrMzuWgi4nzNeb-yLNg
16790,Alamo Square Neighborhood Association Flea Market,"['Food Stands', 'Shopping']",San Francisco,94115,37.77631290256979,-122.43630096316299,3.5,4,$,Iu6drWyWxHdpxNea2B6zYg
16791,Bing & Boba,"['Bubble Tea', 'Creperies']",San Francisco,94117,37.77017,-122.44667,3.0,47,$,Yl-RSgod49o-vA8DLpg3Vg
16792,Bill's Place,"['Burgers', 'Diners', 'Breakfast & Brunch']",San Francisco,94121,37.7818,-122.48415,3.5,721,$$,Gi15y5zxXg5yzcb-YqYg2Q
16793,Say Cheese,"['Cheese Shops', 'Sandwiches']",San Francisco,94117,37.76607,-122.44975,4.5,310,$$,SdGtfr9n1rgRXxNRMfqxzQ
16794,Quickly,"['Asian Fusion', 'Juice Bars & Smoothies', 'Bubble Tea']",San Francisco,94122,37.7635499240053,-122.480735656075,2.5,392,$,TVLTQ51W6sxp7tL2QQjovg
16795,The Cove on Castro Cafe,"['American (Traditional)', 'Diners']",San Francisco,94114,37.7618915,-122.4353254,3.5,275,$$,V00NCzDBLV9m556XVTvBww
16796,ilana's Coffee,"['Cafes', 'Bakeries', 'Coffee & Tea']",San Francisco,94121,37.781903899999996,-122.4842476,4.5,174,$,r2VvA24rgH-42Bo2ZeOU9A
16797,Cafe Rain Tree,"['American (Traditional)', 'Diners']",San Francisco,94122,37.76423336057,-122.46513402084,2.5,238,$,5loN2D8cRunVFb-wxMS-FQ
16798,Hermitage Banquet Hall,"['Russian', 'Venues & Event Spaces', 'Music Venues']",San Francisco,94121,37.7800514,-122.48002609999999,5.0,20,Unavailable,3yFePaSYqK_TRt9CT6UkEg
16799,Thai Chef,['Thai'],San Francisco,94114,37.760791999999995,-122.43578500000001,3.5,247,$$,QZNRa98Xb0UNwg0GoqNyzw
16800,Burger King,"['Fast Food', 'Burgers']",San Francisco,94115,37.7852536101312,-122.433264165153,2.0,66,$,wvJvLx0y-O9OMC67HtBrkA
16801,Mexican Grill,['Mexican'],San Francisco,94122,37.7640885,-122.46492669999999,4.0,62,$,JUqk43D1hwyQknHvtda_pA
16802,Gourmet Dim Sum and Cafe,['Dim Sum'],San Francisco,94118,37.78261,-122.46635,3.5,105,$,CgrDoK7B3fXp0Og5eAd30Q
16803,Moffitt Cafe and Express @ UCSF,['Cafes'],San Francisco,94122,37.763439399999996,-122.4576051,3.5,88,$,e9g_gLGH920amAR9bl522w
16804,Market CafÃÂ©,['Delis'],San Francisco,94117,37.7764981842121,-122.450323845332,2.5,10,$$,0esJYRmzQAoYBU5KasZVFw
16805,Pho 335,['Vietnamese'],San Francisco,94114,37.76355,-122.43285,3.5,58,Unavailable,bi0HICTZge_7cIx4VB2yuw
16806,Mythic Pizza,['Pizza'],San Francisco,94117,37.7718048095703,-122.43132019043001,3.0,414,$,jxCbBIDQiYk_xv2svoCICg
16807,Caffe Terzetto Express,"['Coffee & Tea', 'Food Stands']",San Francisco,94122,37.7643219100717,-122.45741781560801,4.0,27,$,riRh2HyubcIum0A9-Qxd2g
16808,La Boulangerie de San Francisco - Cole,"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']",San Francisco,94117,37.76477379999999,-122.44951699999999,3.5,117,$$,dfDkwWmeD1_ACBcDHYQSqw
16809,Daily Dose Cafe,['Cafes'],San Francisco,94122,37.764070000000004,-122.46231,5.0,1,$,uS8yR2LJ_RElRReBw-cWuA
16810,Primo Pizza,['Pizza'],San Francisco,94115,37.77956,-122.43846,3.0,121,$,Z7EtdtEXrmlMWPYNzJ6u5g
16811,Cafe Reverie,"['Sandwiches', 'Breakfast & Brunch', 'Wine Bars']",San Francisco,94117,37.766169,-122.44976299999999,4.0,551,$$,6dpogM9AfMtNcXswIDJ1sg
16813,Oz Pizza,"['Pizza', 'Salad']",San Francisco,94114,37.760636,-122.435152,3.5,189,$,xpnTVZXOgEjDtfDCXCvxmg
16814,Paramount Superstars,['Dim Sum'],San Francisco,94118,37.78247,-122.46936000000001,3.0,39,Unavailable,D3-azpiTACl61L8QqRETkw
16815,Fillmore Street Cafe,"['Coffee & Tea', 'Delis', 'Cafes']",San Francisco,94115,37.78181,-122.43325,4.0,149,$,LP-1AKyY6tFkUvmd1p11-Q
16816,Bon Appetit,['Fast Food'],San Francisco,94117,37.7764981842121,-122.450323845332,2.0,31,$$,HcZ1IJ9r0EIhg0_CKFmF7A
16817,Patpong Thai Cuisine,['Thai'],San Francisco,94121,37.781859999999995,-122.48521000000001,3.5,239,$$,5HoFK6YbKYjrVjeAp34puA
16818,Carmelina's Taqueria,"['Mexican', 'Latin American']",San Francisco,94143,37.763811,-122.45793,3.5,90,$,cJGnt41jthqAn4XLyShrxg
16819,Howard's Cafe,"['American (Traditional)', 'Diners', 'Breakfast & Brunch']",San Francisco,94122,37.763729299999994,-122.46645900000001,3.5,455,$,BMlbJybqNRBUrpXsbSR9cA
16821,Alamo Square Cafe,"['Sandwiches', 'Coffee & Tea', 'Bagels']",San Francisco,94117,37.7760594,-122.43137659999998,4.0,133,$,exgxnN3AJiMQg34U78I5Fw
16822,Annakoot,"['Indian', 'Food Trucks']",Golden Gate Park,94118,37.7699167435838,-122.46891092508999,2.5,101,$,XWw7nfxksl9EepbhUYlLOg
16823,Flore,"['American (New)', 'Breakfast & Brunch', 'Bars']",San Francisco,94114,37.76466,-122.43293999999999,3.5,1097,$$,Fc3OLXzSqYp8cM5ixc7jug
16824,Gourmand European Deli,"['Grocery', 'Delis']",San Francisco,94118,37.7806116,-122.468822,3.5,3,$,2T2gSyBnGqurepwaWKlVUA
16825,Crossroads Cafe At USF,['Sandwiches'],San Francisco,94118,37.776447,-122.45014099999999,2.0,16,$,__pKzu5Yb3s94NHDW7pPiA
